GTFS route_id,GTFS direction_id,Year,Day Type,Boardings
170,1,Sunday,FY2018,0
171,1,Sunday,FY2018,0
195,1,Sunday,FY2018,11
201,1,Sunday,FY2018,73.3
202,1,Sunday,FY2018,35.2
210,1,Sunday,FY2018,0
211,1,Sunday,FY2018,61.1
212,1,Sunday,FY2018,0
214,1,Sunday,FY2018,0
215,1,Sunday,FY2018,282.1
216,1,Sunday,FY2018,305.9
217,1,Sunday,FY2018,0
220,1,Sunday,FY2018,275.7
221,1,Sunday,FY2018,0
222,1,Sunday,FY2018,234.6
225,1,Sunday,FY2018,286
230,1,Sunday,FY2018,200.6
236,1,Sunday,FY2018,139.1
238,1,Sunday,FY2018,284.3
240,1,Sunday,FY2018,348.7
245,1,Sunday,FY2018,0
325,1,Sunday,FY2018,0
326,1,Sunday,FY2018,0
350,1,Sunday,FY2018,240.3
351,1,Sunday,FY2018,0
352,1,Sunday,FY2018,0
354,1,Sunday,FY2018,0
411,1,Sunday,FY2018,0
424,1,Sunday,FY2018,0
426,1,Sunday,FY2018,329.6
428,1,Sunday,FY2018,0
429,1,Sunday,FY2018,219.7
430,1,Sunday,FY2018,0
434,1,Sunday,FY2018,0
435,1,Sunday,FY2018,152.5
436,1,Sunday,FY2018,0
439,1,Sunday,FY2018,0
441,1,Sunday,FY2018,331.4
442,1,Sunday,FY2018,447.8
448,1,Sunday,FY2018,0
449,1,Sunday,FY2018,0
450,1,Sunday,FY2018,388.9
451,1,Sunday,FY2018,0
455,1,Sunday,FY2018,821.1
456,1,Sunday,FY2018,0
459,1,Sunday,FY2018,0
465,1,Sunday,FY2018,0
501,1,Sunday,FY2018,0
502,1,Sunday,FY2018,0
503,1,Sunday,FY2018,0
504,1,Sunday,FY2018,0
505,1,Sunday,FY2018,0
553,1,Sunday,FY2018,0
554,1,Sunday,FY2018,0
556,1,Sunday,FY2018,0
558,1,Sunday,FY2018,0
701,1,Sunday,FY2018,0
708,1,Sunday,FY2018,0
741,1,Sunday,FY2018,3528.5
742,1,Sunday,FY2018,484.6
746,1,Sunday,FY2018,146
747,1,Sunday,FY2018,0
749,1,Sunday,FY2018,2644.1
751,1,Sunday,FY2018,1295.8
712,1,Sunday,FY2018,200
713,1,Sunday,FY2018,169.6
1,0,Sunday,FY2018,3313.7
4,0,Sunday,FY2018,0
5,0,Sunday,FY2018,0
7,0,Sunday,FY2018,0
8,0,Sunday,FY2018,479.2
9,0,Sunday,FY2018,702.5
10,0,Sunday,FY2018,378.2
11,0,Sunday,FY2018,242.2
14,0,Sunday,FY2018,0
15,0,Sunday,FY2018,1508.2
16,0,Sunday,FY2018,886.9
17,0,Sunday,FY2018,267
18,0,Sunday,FY2018,0
19,0,Sunday,FY2018,0
21,0,Sunday,FY2018,311.9
22,0,Sunday,FY2018,1914.1
23,0,Sunday,FY2018,2289.6
24,0,Sunday,FY2018,298.1
26,0,Sunday,FY2018,54.2
27,0,Sunday,FY2018,0
28,0,Sunday,FY2018,3846.8
29,0,Sunday,FY2018,0
30,0,Sunday,FY2018,256.9
31,0,Sunday,FY2018,1088.3
32,0,Sunday,FY2018,1751.3
33,0,Sunday,FY2018,0
34,0,Sunday,FY2018,559.9
34E,0,Sunday,FY2018,919.2
35,0,Sunday,FY2018,219.7
36,0,Sunday,FY2018,728.5
37,0,Sunday,FY2018,0
38,0,Sunday,FY2018,0
39,0,Sunday,FY2018,2507.2
40,0,Sunday,FY2018,190.7
41,0,Sunday,FY2018,262.6
42,0,Sunday,FY2018,313
43,0,Sunday,FY2018,175.7
44,0,Sunday,FY2018,425.7
45,0,Sunday,FY2018,385
47,0,Sunday,FY2018,511
50,0,Sunday,FY2018,0
51,0,Sunday,FY2018,0
52,0,Sunday,FY2018,0
55,0,Sunday,FY2018,89.7
57,0,Sunday,FY2018,2177
57A,0,Sunday,FY2018,0
59,0,Sunday,FY2018,114.4
60,0,Sunday,FY2018,200.6
62,0,Sunday,FY2018,0
64,0,Sunday,FY2018,124.1
65,0,Sunday,FY2018,0
66,0,Sunday,FY2018,2857.3
67,0,Sunday,FY2018,0
68,0,Sunday,FY2018,0
69,0,Sunday,FY2018,471.6
70,0,Sunday,FY2018,1508.9
70A,0,Sunday,FY2018,0
71,0,Sunday,FY2018,648.5
72,0,Sunday,FY2018,217.2
73,0,Sunday,FY2018,692.7
74,0,Sunday,FY2018,0
75,0,Sunday,FY2018,0
76,0,Sunday,FY2018,0
77,0,Sunday,FY2018,1632.1
78,0,Sunday,FY2018,215.5
79,0,Sunday,FY2018,0
80,0,Sunday,FY2018,267.1
83,0,Sunday,FY2018,308.7
84,0,Sunday,FY2018,0
85,0,Sunday,FY2018,0
86,0,Sunday,FY2018,954
87,0,Sunday,FY2018,736.1
88,0,Sunday,FY2018,704.4
89,0,Sunday,FY2018,318.8
90,0,Sunday,FY2018,118.2
91,0,Sunday,FY2018,298.5
92,0,Sunday,FY2018,0
93,0,Sunday,FY2018,493.1
94,0,Sunday,FY2018,249
95,0,Sunday,FY2018,215.9
96,0,Sunday,FY2018,269.3
97,0,Sunday,FY2018,201.1
99,0,Sunday,FY2018,267.6
100,0,Sunday,FY2018,105
101,0,Sunday,FY2018,463.8
104,0,Sunday,FY2018,702.7
105,0,Sunday,FY2018,240
106,0,Sunday,FY2018,515.6
108,0,Sunday,FY2018,276
109,0,Sunday,FY2018,757
110,0,Sunday,FY2018,403
111,0,Sunday,FY2018,2877.1
112,0,Sunday,FY2018,258.2
114,0,Sunday,FY2018,0
116,0,Sunday,FY2018,1318.6
117,0,Sunday,FY2018,1335.2
119,0,Sunday,FY2018,141.4
120,0,Sunday,FY2018,397.6
121,0,Sunday,FY2018,0
131,0,Sunday,FY2018,0
132,0,Sunday,FY2018,0
134,0,Sunday,FY2018,220.3
136,0,Sunday,FY2018,139.3
137,0,Sunday,FY2018,0
170,0,Sunday,FY2018,0
171,0,Sunday,FY2018,23.2
195,0,Sunday,FY2018,0
201,0,Sunday,FY2018,70.5
202,0,Sunday,FY2018,28.5
210,0,Sunday,FY2018,5.5
211,0,Sunday,FY2018,56.1
212,0,Sunday,FY2018,0
214,0,Sunday,FY2018,0
215,0,Sunday,FY2018,248
216,0,Sunday,FY2018,603.9
217,0,Sunday,FY2018,0
220,0,Sunday,FY2018,309
221,0,Sunday,FY2018,0
222,0,Sunday,FY2018,251.1
225,0,Sunday,FY2018,387.7
230,0,Sunday,FY2018,205.5
236,0,Sunday,FY2018,175.8
238,0,Sunday,FY2018,335
240,0,Sunday,FY2018,375
245,0,Sunday,FY2018,0
325,0,Sunday,FY2018,0
326,0,Sunday,FY2018,0
350,0,Sunday,FY2018,264.5
351,0,Sunday,FY2018,0
352,0,Sunday,FY2018,0
354,0,Sunday,FY2018,0
411,0,Sunday,FY2018,0
424,0,Sunday,FY2018,0
426,0,Sunday,FY2018,336.5
428,0,Sunday,FY2018,0
429,0,Sunday,FY2018,228.6
430,0,Sunday,FY2018,0
434,0,Sunday,FY2018,0
435,0,Sunday,FY2018,187.7
436,0,Sunday,FY2018,0
439,0,Sunday,FY2018,0
441,0,Sunday,FY2018,391.6
442,0,Sunday,FY2018,510
448,0,Sunday,FY2018,0
449,0,Sunday,FY2018,0
450,0,Sunday,FY2018,464.2
451,0,Sunday,FY2018,0
455,0,Sunday,FY2018,590.1
456,0,Sunday,FY2018,0
459,0,Sunday,FY2018,0
465,0,Sunday,FY2018,0
501,0,Sunday,FY2018,0
502,0,Sunday,FY2018,0
503,0,Sunday,FY2018,0
504,0,Sunday,FY2018,0
505,0,Sunday,FY2018,0
553,0,Sunday,FY2018,0
554,0,Sunday,FY2018,0
556,0,Sunday,FY2018,0
558,0,Sunday,FY2018,0
701,0,Sunday,FY2018,0
708,0,Sunday,FY2018,0
741,0,Sunday,FY2018,2453.7
742,0,Sunday,FY2018,449
746,0,Sunday,FY2018,94.8
747,0,Sunday,FY2018,0
749,0,Sunday,FY2018,2540.8
751,0,Sunday,FY2018,1155.6
712,0,Sunday,FY2018,205.4
713,0,Sunday,FY2018,205.7
