Stop #,Stop Name,Year,Day Type,Boardings,Alightings
3656,RIVER ST OPP FORT POINT RD,FY2018, Saturday , -   , -   
3657,RIVER ST @ BACK RIVER RD,FY2018, Saturday , -   , -   
3658,RIVER ST OPP PROSPECT HILL DR,FY2018, Saturday , -   , -   
3659,RIVER ST OPP CLIFF ST,FY2018, Saturday , -   , -   
3660,SEA ST @ PEARL ST,FY2018, Saturday , -   ,3
3661,SEA ST @ NORTH ST,FY2018, Saturday ,3,12
3662,NORTH ST OPP CURTIS ST,FY2018, Saturday , -   ,3
3663,NORTH ST OPP NECK ST,FY2018, Saturday , -   , -   
3664,NORTH ST @ PEARL ST,FY2018, Saturday , -   ,2
3665,NORTH ST OPP MORELAND RD,FY2018, Saturday , -   ,1
3666,NORTH ST @ SANING RD,FY2018, Saturday , -   , -   
3667,NORTH ST OPP COLASANTI RD,FY2018, Saturday , -   ,2
3668,NORTH ST @ ABIGAIL ADAMS CIRC,FY2018, Saturday ,2,4
3669,NORTH ST @ CHURCH ST,FY2018, Saturday ,1,8
3670,NORTH ST @ COMMERCIAL ST,FY2018, Saturday , -   ,1
3671,MIDDLE ST @ COMMERCIAL ST,FY2018, Saturday , -   ,6
3672,MIDDLE ST @ GILBERT RD,FY2018, Saturday , -   ,1
3673,MIDDLE ST @ ACADEMY AVE,FY2018, Saturday , -   ,2
3674,MIDDLE ST OPP MAPLE ST,FY2018, Saturday , -   ,8
3675,MIDDLE ST @ BROAD ST,FY2018, Saturday ,1,27
3676,601 BROAD ST OPP CAIN AVE,FY2018, Saturday , -   ,8
3677,617 BROAD ST,FY2018, Saturday ,2,4
3678,BROAD ST @ FAIRMOUNT AVE,FY2018, Saturday ,1,4
3679,BROAD ST @ HILLCREST RD,FY2018, Saturday ,1,15
3682,BROAD ST @ SHAWMUT ST,FY2018, Saturday ,2,8
3683,PLEASANT ST @ WATER ST,FY2018, Saturday , -   ,8
3684,WATER ST @ COMMERCIAL ST,FY2018, Saturday ,11,12
3685,BROAD ST @ COMMERCIAL ST,FY2018, Saturday ,24,2
3686,BROAD ST OPP SHAWMUT ST,FY2018, Saturday ,12, -   
3687,BROAD ST @ COTTAGE ST,FY2018, Saturday , -   , -   
3688,BROAD ST OPP HILLCREST RD,FY2018, Saturday ,6, -   
3689,BROAD ST @ MADISON ST,FY2018, Saturday ,8, -   
3690,OPP 617 BROAD ST,FY2018, Saturday ,2,1
3691,BROAD ST @ CAIN AVE,FY2018, Saturday ,4, -   
3692,MIDDLE ST @ BROAD ST,FY2018, Saturday ,28,2
3693,MIDDLE ST @ MAPLE ST,FY2018, Saturday ,9,2
3694,MIDDLE ST OPP ACADEMY AVE,FY2018, Saturday , -   , -   
3695,MIDDLE ST OPP GILBERT RD,FY2018, Saturday ,2, -   
3696,MIDDLE ST @ COMMERCIAL ST,FY2018, Saturday ,1, -   
3697,NORTH ST OPP COMMERCIAL ST,FY2018, Saturday , -   , -   
3698,NORTH ST @ GREEN ST,FY2018, Saturday ,5,1
3699,NORTH ST @ EAST ST,FY2018, Saturday ,7,1
3700,NORTH ST @ COLASANTI RD,FY2018, Saturday , -   , -   
3701,NORTH ST OPP SANING RD,FY2018, Saturday , -   , -   
3702,NORTH ST @ MORELAND RD,FY2018, Saturday , -   , -   
3703,NORTH ST OPP PEARL ST,FY2018, Saturday , -   , -   
3704,NORTH ST @ NECK ST,FY2018, Saturday , -   ,2
3705,NORTH ST @ CURTIS ST,FY2018, Saturday ,2,1
3706,SEA ST @ NORTH ST,FY2018, Saturday ,4,1
3707,SEA ST OPP PEARL ST,FY2018, Saturday ,2, -   
3708,SEA ST @ BRIDGE ST,FY2018, Saturday ,1,1
3709,WASHINGTON ST @ RICHMOND ST,FY2018, Saturday ,4, -   
3710,WASHINGTON ST @ PROSPECT ST,FY2018, Saturday ,5, -   
3711,COMMERCIAL ST OPP BROOKSIDE R,FY2018, Saturday ,17,0
3712,QUINCY AVE @ COMMERCIAL ST,FY2018, Saturday , -   , -   
3713,QUINCY AVE @ WEYMOUTH LANDING,FY2018, Saturday ,32,3
3714,QUINCY AVE @ GORDON RD,FY2018, Saturday ,3,0
3715,QUINCY AVE @ EDGE HILL RD,FY2018, Saturday ,5,1
3716,155 QUINCY AVE,FY2018, Saturday ,3,1
3717,QUINCY AVE @ AUDUBON AVE,FY2018, Saturday ,12,1
3718,QUINCY AVE OPP COTTON AVE,FY2018, Saturday ,38,1
3719,QUINCY AVE @ HARBOR VILLA AVE,FY2018, Saturday ,9,1
3720,QUINCY AVE OPP DEWEY RD,FY2018, Saturday ,4,0
3722,QUINCY AVE @ PATTEN AVE,FY2018, Saturday ,4, -   
3724,QUINCY AVE @ E HOWARD ST,FY2018, Saturday ,14,1
3726,QUINCY AVE NEAR SOUTHERN ARTE,FY2018, Saturday ,62,13
3727,354 QUINCY AVE,FY2018, Saturday ,38,8
3728,QUINCY AVE @ CHARLESMOUNT AVE,FY2018, Saturday ,8,1
3729,QUINCY AVE OPP PRESIDENT PLAZ,FY2018, Saturday ,28,6
3731,QUINCY AVE OPP FAXON PARK RD,FY2018, Saturday ,1,2
3732,QUINCY AVE @ SCAMMELL ST,FY2018, Saturday ,44,5
3733,QUINCY AVE OPP WATER ST,FY2018, Saturday ,6,4
3780,PEARL ST @ IVORY PLAZA,FY2018, Saturday ,7,3
3781,PEARL ST @ WASHINGTON ST,FY2018, Saturday ,2,5
3782,FRANKLIN ST @ WASHINGTON ST,FY2018, Saturday ,2,2
3783,FRANKLIN ST @ SUMMER ST,FY2018, Saturday , -   ,1
3784,QUINCY AVE @ SCHOOL ST,FY2018, Saturday ,21,3
3785,QUINCY AVE @ WATER ST,FY2018, Saturday ,4,6
3786,QUINCY AVE @ BLANCHARD RD,FY2018, Saturday ,6,16
3787,QUINCY AVE @ FAXON PARK RD,FY2018, Saturday ,0,2
3788,QUINCY AVE OPP RICHARD ST,FY2018, Saturday ,1,48
3789,QUINCY AVE @ PRESIDENT PLAZA,FY2018, Saturday ,1,8
3790,QUINCY AVE OPP CHARLESMOUNT A,FY2018, Saturday ,2,41
3792,QUINCY AVE @ SOUTHERN ARTERY,FY2018, Saturday ,26,98
3793,QUINCY AVE @ W HOWARD ST,FY2018, Saturday ,3,28
3796,QUINCY AVE @ QUIRK CHEVROLET,FY2018, Saturday ,0,13
3798,QUINCY AVE @ DEWEY RD,FY2018, Saturday , -   ,9
3799,QUINCY AVE @ HAYWARD ST,FY2018, Saturday ,2,5
3800,QUINCY AVE @ COTTON AVE,FY2018, Saturday ,1,26
3801,OPP 197 QUINCY AVE,FY2018, Saturday ,1,10
3802,QUINCY AVE @ EDGEMONT RD,FY2018, Saturday ,0,1
3803,QUINCY AVE @ CEDAR CLIFF RD,FY2018, Saturday , -   ,5
3804,QUINCY AVE @ ALLEN ST,FY2018, Saturday ,0,5
3806,QUINCY AVE @ COMMERCIAL ST,FY2018, Saturday ,9,38
3808,FRONT ST @ COMMERCIAL ST,FY2018, Saturday ,3,21
3809,FRONT ST @ ELMWOOD PK,FY2018, Saturday ,1,3
3811,FRONT ST @ GLINES AVE,FY2018, Saturday ,2,5
3812,FRONT ST @ STERLING ST,FY2018, Saturday ,1,1
3813,SUMMER ST @ WALNUT AVE,FY2018, Saturday , -   ,1
3814,SUMMER ST @ GARFIELD AVE,FY2018, Saturday , -   ,1
3815,SUMMER ST @ ROSEEN AVE,FY2018, Saturday ,3,3
3816,SUMMER ST @ HARLAND RD,FY2018, Saturday , -   ,4
3817,FEDERAL ST @ SUMMER ST,FY2018, Saturday ,3,4
3819,FEDERAL ST @ FRONT ST,FY2018, Saturday ,0,2
3820,FEDERAL ST @ WASHINGTON ST,FY2018, Saturday ,23,43
3821,396 WASHINGTON ST,FY2018, Saturday ,3,5
3822,WASHINGTON ST @ KING AVE,FY2018, Saturday ,1,4
3823,WASHINGTON ST @ KENSINGTON RD,FY2018, Saturday ,6,4
3824,WASHINGTON ST @ BROAD ST,FY2018, Saturday ,34,26
3825,SCAMMELL ST @ MARTENSEN ST,FY2018, Saturday ,3,36
3826,SCAMMELL ST @ MARY ST,FY2018, Saturday , -   ,2
3827,SOUTH ST @ KEATING ST,FY2018, Saturday , -   ,3
3828,SOUTH ST OPP WINTHROP PK,FY2018, Saturday , -   ,4
3829,SOUTH ST OPP MAIN ST,FY2018, Saturday ,1,3
3830,SOUTH ST OPP ARNOLD ST,FY2018, Saturday , -   , -   
3831,SOUTH ST @ SOUTHERN ARTERY,FY2018, Saturday ,0,15
3832,SOUTH ST @ 1000 SOUTHERN ARTE,FY2018, Saturday , -   , -   
3833,DES MOINES RD @ WINTER ST,FY2018, Saturday , -   , -   
3834,DES MOINES RD @ E HOWARD ST,FY2018, Saturday , -   , -   
3838,DES MOINES RD @ E HOWARD ST,FY2018, Saturday , -   , -   
3839,DES MOINES RD OPP WINTER ST,FY2018, Saturday , -   , -   
3840,SOUTH ST @ 1000 SOUTHERN ARTE,FY2018, Saturday , -   , -   
3841,SOUTH ST @ SOUTHERN ARTERY,FY2018, Saturday ,2, -   
3842,SOUTH ST @ MAIN ST,FY2018, Saturday ,2,1
3843,SOUTH ST @ WINTHROP PK,FY2018, Saturday ,2, -   
3844,SOUTH ST OPP KEATING ST,FY2018, Saturday ,2,1
3845,SCAMMELL ST @ DYSART ST,FY2018, Saturday ,1,1
3846,FRANKLIN ST OPP PEARL ST,FY2018, Saturday ,8,5
3848,FRANKLIN ST @ PRESIDENTS AVE,FY2018, Saturday ,1,4
3849,INDEPENDENCE AVE @ GODDARD ST,FY2018, Saturday ,3,6
3850,INDEPENDENCE AVE @ LAWRY ST,FY2018, Saturday , -   ,1
3851,INDEPENDENCE AVE @ FEDERAL AV,FY2018, Saturday ,1,5
3852,INDEPENDENCE AVE OPP VERCHILD,FY2018, Saturday ,2,6
3853,INDEPENDENCE AVE OPP LURTON S,FY2018, Saturday ,2,10
3854,41 INDEPENDENCE AVE,FY2018, Saturday ,6,10
3855,INDEPENDECE AVE @ CENTRE ST,FY2018, Saturday ,0,4
3857,WASHINGTON ST @ COMMON ST,FY2018, Saturday ,1,4
3858,WASHINGTON ST OPP SCHOOL ST,FY2018, Saturday ,1,1
3859,WASHINGTON ST @ ELM ST,FY2018, Saturday ,0,2
3860,WASHINGTON ST OPP RIVER ST,FY2018, Saturday ,4,8
3861,WASHINGTON ST OPP SOPER HOUSE,FY2018, Saturday , -   , -   
3862,WASHINGTON ST @ HOLLLIS AVE,FY2018, Saturday ,3,0
3863,WASHINGTON ST @ MONTIQUOT AVE,FY2018, Saturday , -   , -   
3864,WASHINGTON ST @ WEST ST,FY2018, Saturday ,2,1
3865,WASHINGTON ST @ ROBINSON AVE,FY2018, Saturday , -   ,3
3866,WASHINGTON ST @ ACADEMY ST,FY2018, Saturday ,5,1
3867,WASHINGTON ST @ HOBART AVE,FY2018, Saturday , -   ,1
3868,WASHINGTON ST OPP WASHINGTON,FY2018, Saturday ,1,1
3869,WASHINGTON ST @ TAYLOR ST,FY2018, Saturday ,2,0
3870,WASHINGTON ST @ SUMMER ST,FY2018, Saturday ,4,4
3872,HANCOCK ST @ HALL AVE,FY2018, Saturday ,6,2
3873,HANCOCK ST @ HANCOCK AVE,FY2018, Saturday ,1,1
3874,HANCOCK ST @ WASHINGTON ST,FY2018, Saturday ,1,1
3876,HANCOCK ST @ SMITH ST,FY2018, Saturday , -   ,1
3877,HANCOCK ST @ HIGHLAND AVE,FY2018, Saturday ,1,1
3879,WASHINGTON ST OPP HANCOCK ST,FY2018, Saturday ,0,3
3881,WASHINGTON ST OPP PEACH ST,FY2018, Saturday ,1,3
3882,WASHINGTON ST OPP BELLEVUE AV,FY2018, Saturday , -   ,1
3883,WASHINGTON ST OPP MASS AVE,FY2018, Saturday ,1,4
3884,WASHINGTON ST @ PLYMOUTH RD,FY2018, Saturday , -   , -   
3885,WASHINGTON ST @ HILL VIEW RD,FY2018, Saturday , -   ,4
3886,WASHINGTON ST @ FOSTER RD,FY2018, Saturday , -   , -   
3887,WASHINGTON ST @ SOUTH ST,FY2018, Saturday , -   ,1
3888,WASHINGTON ST @ OLYMPUS SPECI,FY2018, Saturday , -   ,4
3889,WASHINGTON ST @ MAIN ST,FY2018, Saturday , -   , -   
3890,WASHINGTON ST @ ROOSEVELT ST,FY2018, Saturday ,2,5
3891,N FRANKLIN ST @ W DIVISION ST,FY2018, Saturday ,2,3
3892,N FRANKLIN ST @ ROSE WAY,FY2018, Saturday , -   ,2
3893,N FRANKLIN ST OPP DAMON AVE,FY2018, Saturday ,0, -   
3894,N FRANKLIN ST @ CEDARCREST RD,FY2018, Saturday , -   , -   
3895,N FRANKLIN ST @ NOONANS LANE,FY2018, Saturday , -   ,2
3896,N FRANKLIN ST. @ ELM AVE,FY2018, Saturday , -   ,1
3897,N FRANKLIN ST @ LINFIELD ST,FY2018, Saturday , -   ,4
3900,N FRANKLIN ST @ JEWEL RD,FY2018, Saturday ,6,1
3901,N FRANKLIN ST @ SCHOOL ST,FY2018, Saturday ,1,1
3902,N FRANKLIN ST @ BELCHER ST,FY2018, Saturday ,2, -   
3903,N FRANKLIN ST OPP CEDARCREST,FY2018, Saturday , -   , -   
3905,N FRANKLIN ST @ DAMON AVE,FY2018, Saturday ,1, -   
3906,N FRANKLIN ST OPP ROSE WAY,FY2018, Saturday ,0,0
3907,N FRANKLIN ST @ JOHNS AVE,FY2018, Saturday ,3,4
3909,2052 WASHINGTON ST,FY2018, Saturday , -   , -   
3910,WASHINGTON ST @ VIRGINIA RD,FY2018, Saturday ,2, -   
3911,WASHINGTON ST @ BREWSTER AVE,FY2018, Saturday ,1, -   
3912,WASHINGTON ST OPP FOSTER RD,FY2018, Saturday , -   ,0
3913,WASHINGTON ST @ HILL VIEW RD,FY2018, Saturday ,2, -   
3915,WASHINGTON ST @ PARK AVE,FY2018, Saturday ,5,1
3916,WASHINGTON ST @ BELLEVUE AVE,FY2018, Saturday , -   , -   
3917,WASHINGTON ST @ PEACH ST,FY2018, Saturday ,1, -   
3918,WASHINGTON ST OPP BRAXTON ST,FY2018, Saturday ,3, -   
3921,HANCOCK ST OPP HIGHLAND AVE,FY2018, Saturday ,3,0
3922,HANCOCK ST OPP SMITH ST,FY2018, Saturday ,1, -   
3923,HANCOCK ST @ WASHINGTON ST,FY2018, Saturday , -   ,1
3924,HANCOCK ST @ PLAIN ST,FY2018, Saturday , -   ,1
3925,HANCOCK ST OPP HANCOCK AVE,FY2018, Saturday , -   ,0
3926,HANCOCK ST OPP HALL AVE,FY2018, Saturday ,1,5
3928,WASHINGTON ST OPP SUMMER ST,FY2018, Saturday ,6,5
3930,WASHINGTON ST @ GILBERT BEAN,FY2018, Saturday ,4,1
3931,WASHINGTON ST OPP HOBART AVE,FY2018, Saturday , -   ,14
3933,WASHINGTON ST OPP ACADEMY ST,FY2018, Saturday ,0,4
3934,WASHINGTON ST @ SHERBROOKE AV,FY2018, Saturday ,3,1
3935,WASHINGTON ST OPP WEST ST,FY2018, Saturday ,0,1
3936,WASHINGTON ST @ CLARK ST,FY2018, Saturday ,1,2
3937,400 WASHINGTON ST,FY2018, Saturday ,1,1
3938,WASHINGTON ST @ RIVER ST,FY2018, Saturday ,6,5
3939,WASHINGTON ST @ ELM ST,FY2018, Saturday ,1,0
3940,WASHINGTON ST @ SCHOOL ST,FY2018, Saturday ,1,1
3941,WASHINGTON ST @ PRESIDENT RD,FY2018, Saturday ,1,1
3943,INDEPENDENCE AVE OPP CENTRE S,FY2018, Saturday ,1,1
3944,OPP 41 INDEPENDENCE AVE,FY2018, Saturday ,2,1
3945,INDEPENDENCE AVE @ LURTON ST,FY2018, Saturday ,12,1
3946,INDEPENDENCE AVE @ VERCHILD S,FY2018, Saturday ,11, -   
3947,INDEPENDENCE AVE @ FEDERAL AV,FY2018, Saturday ,3, -   
3948,INDEPENDENCE AVE @ BENNINGTON,FY2018, Saturday ,11,1
3949,INDEPENDENCE AVE @ FRANKLIN S,FY2018, Saturday ,4,1
3950,FRANKLIN ST @ PAYNE ST,FY2018, Saturday ,5,6
3957,FRANKLIN ST @ INDEPENDENCE AV,FY2018, Saturday ,3,1
3959,FRANKLIN ST @ PEARL ST,FY2018, Saturday ,9,28
3966,N FRANKLIN ST @ UNION ST,FY2018, Saturday ,0,11
3967,S FRANKLIN ST OPP NORFOLK RD,FY2018, Saturday ,3,3
3968,S FRANKLIN ST @ CHANDLER ST,FY2018, Saturday ,2,3
3969,S FRANKLIN ST @ ADAMS ST,FY2018, Saturday ,1,2
3970,S FRANKLIN ST @ TECHNICAL PAR,FY2018, Saturday , -   ,2
3971,261 S FRANKLIN ST,FY2018, Saturday ,1,2
3972,S FRANKLIN ST @ KING RD,FY2018, Saturday , -   ,6
3973,S FRANKLIN ST @ WALSH RD,FY2018, Saturday , -   , -   
3975,S FRANKLIN ST @ DRESSER AVE,FY2018, Saturday ,0,3
3976,S FRANKLIN ST @ HILLSDALE RD,FY2018, Saturday , -   ,2
3977,549 S FRANKLIN ST,FY2018, Saturday , -   ,0
3978,S FRANKLIN ST OPP QUINCY ST,FY2018, Saturday ,1, -   
3979,S FRANKLIN ST @ LAUREL PK,FY2018, Saturday , -   ,5
3980,716 S FRANKLIN ST,FY2018, Saturday ,0, -   
3981,778 S FRANKLIN ST,FY2018, Saturday ,3,6
3982,S FRANKLIN ST @ SOUTH ST,FY2018, Saturday ,2,3
3984,S FRANKLIN ST @ UPLAND ST,FY2018, Saturday , -   ,4
3985,1002 S FRANKLIN ST,FY2018, Saturday , -   ,1
3986,S FRANKLIN ST @ HAMILTON WAY,FY2018, Saturday ,0, -   
3987,S FRANKLIN ST @ HOWARD AVE,FY2018, Saturday ,0,2
3988,HOWARD ST @ LISA DR,FY2018, Saturday ,1,0
3989,S FRANKLIN ST @ HOWARD AVE,FY2018, Saturday ,2, -   
3990,S FRANKLIN ST OPP HAMILTON WA,FY2018, Saturday , -   , -   
3991,S FRANKLIN ST @ WOODLAWN AVE,FY2018, Saturday , -   , -   
3992,S FRANKLIN ST @ EMERY ST,FY2018, Saturday , -   , -   
3993,S FRANKLIN ST @ FRANCIS ST,FY2018, Saturday , -   , -   
3994,S FRANKLIN ST @ LINWOOD ST,FY2018, Saturday ,7,2
3996,S FRANKLIN ST @ DIMAN AVE,FY2018, Saturday ,3,2
3997,OPP 716 S FRANKLIN ST,FY2018, Saturday ,2,0
3998,S FRANKLIN ST OPP LAUREL PK,FY2018, Saturday ,1, -   
3999,S FRANKLIN ST @ QUINCY ST,FY2018, Saturday ,1, -   
4000,OPP 549 S FRANKLIN ST,FY2018, Saturday ,1, -   
4001,S FRANKLIN ST OPP HILLSDALE R,FY2018, Saturday ,3, -   
4002,S FRANKLIN ST @ DRESSER AVE,FY2018, Saturday ,2, -   
4003,S FRANKLIN ST OPP WALSH RD,FY2018, Saturday ,0, -   
4004,S FRANKLIN ST OPP KING RD,FY2018, Saturday ,9,0
4006,S FRANKLIN ST @ HOLBROOK HS,FY2018, Saturday ,6,2
4007,S FRANKLIN ST OPP ADAMS ST,FY2018, Saturday ,4, -   
4008,S FRANKLIN ST OPP CHANDLER ST,FY2018, Saturday ,2,0
4009,S FRANKLIN ST @ HOLBROOK PARK,FY2018, Saturday , -   , -   
4010,S FRANKLIN ST @ PLYMOUTH ST,FY2018, Saturday ,16,1
4011,FRANKLIN ST @ TAYLOR ST,FY2018, Saturday , -   , -   
4012,FRANKLIN ST @ MARSHFIELD RD,FY2018, Saturday , -   , -   
4013,FRANKLIN ST @ ELMWOOD AVE,FY2018, Saturday , -   , -   
4014,FRANKLIN ST @ HOLLINGSWORTH A,FY2018, Saturday , -   , -   
4015,FRANKLIN ST @ REED HILL RD,FY2018, Saturday ,0,3
4016,FRANKLIN ST @ WEST ST,FY2018, Saturday ,1,2
4017,GRANITE ST @ WEST ST,FY2018, Saturday ,2,2
4019,S SHORE PLAZA @ GARAGE,FY2018, Saturday ,451,437
4020,S SHORE MALL RD @ TRAVELERS I,FY2018, Saturday ,1,3
4023,GRANITE ST @ DAVIS RD,FY2018, Saturday ,0,1
4024,GRANITE ST @ WEST ST,FY2018, Saturday ,1, -   
4025,FRANKLIN ST @ GRANITE ST,FY2018, Saturday ,6,1
4026,FRANKLIN ST OPP REED HILL RD,FY2018, Saturday ,0, -   
4027,FRANKLIN ST OPP HOLLINGSWORTH,FY2018, Saturday , -   , -   
4028,FRANKLIN ST OPP ELMWOOD AVE,FY2018, Saturday ,0,1
4029,FRANKLIN ST @ MARSHFIELD RD,FY2018, Saturday , -   ,1
4030,FRANKLIN ST @ SAFFORD ST,FY2018, Saturday , -   , -   
4031,FRANKLIN ST @ WASHINGTON ST,FY2018, Saturday , -   , -   
4032,579 GRANITE ST,FY2018, Saturday ,4,11
4033,647 GRANITE ST,FY2018, Saturday , -   , -   
4034,738 GRANITE ST OPP TOWN ST,FY2018, Saturday ,12,13
4035,GRANITE ST @ LUNDQUIST DR,FY2018, Saturday ,2,5
4036,GRANITE ST @ KING HILL RD,FY2018, Saturday ,1,4
4037,POND ST @ MARGARET DR,FY2018, Saturday ,1, -   
4038,531 POND ST,FY2018, Saturday ,3,4
4039,POND ST @ ROCSAM PARK RD,FY2018, Saturday , -   ,3
4040,NORTH ST @ MAITLAND AVE,FY2018, Saturday ,3,3
4041,NORTH ST @ ISABELL CIRCLE,FY2018, Saturday ,1,6
4042,NORTH ST @ BROAD ST,FY2018, Saturday , -   ,1
4043,NORTH ST @ OAK ST,FY2018, Saturday ,1,1
4044,NORTH ST @ SCANNEL RD,FY2018, Saturday ,2,7
4045,NORTH ST @ BREWSTER RD,FY2018, Saturday , -   ,1
4046,NORTH ST @ PICTUN RD,FY2018, Saturday , -   ,5
4047,NORTH ST @ MCDEVITT RD,FY2018, Saturday ,2,1
4048,NORTH ST @ MCAULIFFE RD,FY2018, Saturday , -   ,1
4049,NORTH ST @ DYER AVE,FY2018, Saturday , -   ,4
4050,NORTH ST @ TRUMAN DR,FY2018, Saturday ,7,11
4051,NORTH ST @ LIBERTY ST,FY2018, Saturday ,2,3
4052,362 NORTH ST,FY2018, Saturday , -   ,1
4053,NORTH ST OPP COCHATO PK,FY2018, Saturday ,2,1
4054,NORTH ST OPP SETON WAY,FY2018, Saturday , -   ,6
4055,168 NORTH ST,FY2018, Saturday ,3,5
4056,NORTH ST @ COTTAGE ST,FY2018, Saturday ,0,9
4057,NORTH ST @ SHORT ST,FY2018, Saturday , -   ,6
4058,NORTH ST @ N MAIN ST,FY2018, Saturday , -   , -   
4061,NORTH ST @ MILL ST,FY2018, Saturday ,3,1
4062,NORTH ST @ SETON WAY,FY2018, Saturday ,2, -   
4063,81 NORTH ST,FY2018, Saturday ,4,2
4064,203 NORTH ST,FY2018, Saturday ,10, -   
4065,NORTH ST @ COCHATO PK,FY2018, Saturday ,0, -   
4066,NORTH ST @ CENTRAL CEMETERY,FY2018, Saturday , -   ,0
4067,NORTH ST OPP LIBERTY ST,FY2018, Saturday ,16,11
4069,455 NORTH ST OPP DYER AVE,FY2018, Saturday ,1, -   
4070,NORTH ST OPP MCAULIFFE RD,FY2018, Saturday , -   ,2
4071,NORTH ST @ TEED DR,FY2018, Saturday ,0,1
4072,NORTH ST @ CANESSA ST,FY2018, Saturday ,5, -   
4073,NORTH ST OPP BREWSTER RD,FY2018, Saturday ,3,1
4074,NORTH ST OPP SCANNEL RD,FY2018, Saturday ,2,3
4075,NORTH ST @ RANDOLPH RD,FY2018, Saturday , -   ,2
4076,NORTH ST OPP BROAD ST,FY2018, Saturday ,3, -   
4077,NORTH ST OPP ISABELL CIRCLE,FY2018, Saturday ,4,2
4078,NORTH ST OPP MAITLAND AVE,FY2018, Saturday ,2,1
4079,POND ST @ IDA RD,FY2018, Saturday ,6,2
4080,536 POND ST,FY2018, Saturday , -   , -   
4081,POND ST OPP MARGARET DR,FY2018, Saturday ,4, -   
4082,GRANITE ST @ POND ST,FY2018, Saturday ,5,2
4083,GRANITE ST @ EMERALD AVE,FY2018, Saturday ,1, -   
4084,GRANITE ST @ TOWN ST,FY2018, Saturday ,16,11
4085,GRANITE ST @ ANDERSEN RD,FY2018, Saturday ,2,1
4086,GRANITE ST OPP PETERSON RD,FY2018, Saturday ,3,3
4087,GRANITE ST @ BRAINTREE HILL P,FY2018, Saturday ,10,0
4088,OPP 859 WILLARD ST,FY2018, Saturday ,6,0
4089,WILLARD ST @ THISTLE RD,FY2018, Saturday ,8, -   
4090,WILLARD ST @ ST MORITZ AVE,FY2018, Saturday , -   , -   
4091,710 WILLARD ST,FY2018, Saturday , -   , -   
4092,WILLARD ST @ AMES ST,FY2018, Saturday , -   , -   
4093,WEST ST @ WILLARD ST,FY2018, Saturday ,7,3
4094,WEST ST @ TRASK AVE,FY2018, Saturday , -   , -   
4095,WEST ST OPP HAYDEN ST,FY2018, Saturday ,4,0
4096,WEST ST @ DOBLE ST,FY2018, Saturday , -   ,0
4097,WEST ST @ SULLIVAN RD,FY2018, Saturday ,3,7
4098,WEST ST @ HYNES AVE,FY2018, Saturday ,1,0
4099,WEST ST @ CENTRE ST,FY2018, Saturday ,2,6
4100,CENTRE ST @ MCDONALD ST,FY2018, Saturday ,4, -   
4101,CENTRE ST @ BARTLETT ST,FY2018, Saturday ,5,2
4102,CENTRE ST @ ALBERTINA ST,FY2018, Saturday ,5,2
4103,CENTRE ST @ INTERVALE ST,FY2018, Saturday ,1,1
4108,LIBERTY ST @ PENN ST,FY2018, Saturday , -   ,2
4109,LIBERTY ST @ WATER ST,FY2018, Saturday ,1,5
4134,CENTRAL AVE @ CENTRAL AVE STA,FY2018, Saturday ,33,14
4136,CENTRAL AVE @ MAPLE ST,FY2018, Saturday ,1,1
4137,CENTRAL AVE OPP GRIGGS LN,FY2018, Saturday ,0, -   
4138,CENTRAL AVE @ VALLEY RD,FY2018, Saturday , -   , -   
4139,CENTRAL AVE @ COLUMBINE RD,FY2018, Saturday , -   , -   
4140,CENTRAL AVE @ HINCKLEY RD,FY2018, Saturday , -   , -   
4141,CENTRAL AVE @ ALLERTON RD,FY2018, Saturday , -   ,1
4142,CENTRAL AVE @ RUSTLEWOOD RD,FY2018, Saturday , -   , -   
4143,CENTRAL AVE @ BROOK RD,FY2018, Saturday , -   ,3
4144,REEDSDALE RD @ CENTRAL AVE,FY2018, Saturday ,1,3
4145,REEDSDALE RD @ WALNUT ST,FY2018, Saturday ,3,1
4146,REEDSDALE RD @ CANTON AVE,FY2018, Saturday , -   ,3
4147,OPP 182 REEDSDALE RD @ MILTON,FY2018, Saturday , -   ,3
4149,REEDSDALE RD @ SPAFFORD RD,FY2018, Saturday ,0,1
4152,REEDSDALE RD @ CLIFTON RD,FY2018, Saturday , -   , -   
4153,RANDOLPH AVE @ REEDSDALE RD,FY2018, Saturday ,1,4
4154,RANDOLPH AVE OPP PLEASANT ST,FY2018, Saturday , -   ,1
4155,RANDOLPH AVE @ REED ST,FY2018, Saturday , -   , -   
4156,RANDOLPH AVE @ HIGHLAND ST,FY2018, Saturday , -   , -   
4157,RANDOLPH AVE @ HALLEN AVE,FY2018, Saturday , -   ,2
4158,RANDOLPH AVE OPP RIDGEWOOD RD,FY2018, Saturday , -   ,1
4159,RANDOLPH AVE OPP NAHANTON AVE,FY2018, Saturday , -   , -   
4160,RANDOLPH AVE OPP HILLTOP ST,FY2018, Saturday , -   ,1
4161,RANDOLPH AVE @ HILLSIDE ST,FY2018, Saturday , -   ,2
4162,RANDOLPH AVE OPP EAGER RD,FY2018, Saturday ,1,2
4163,RANDOLPH AVE @ SUSI LN,FY2018, Saturday , -   ,0
4164,RANDOLPH AVE @ CHICKATAUBUT R,FY2018, Saturday , -   ,4
4165,N MAIN ST @ SCANLON DR,FY2018, Saturday ,15,27
